//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
19712;Contrôlez l'alimentation en tension.;Verify the power supply.;
6720;Surcharge;Overload;
23104;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
10112;Surchauffe;Overtemperature;
26496;Contrôlez les caractéristiques techniques des composants liés.;Check the technical specifications of the connected components.;
13504;Rupture de fil;Wire break;
29888;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
584;Limite supérieure dépassée;High limit exceeded;
16968;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
3976;Limite inférieure sous-dépassée;Low limit exceeded;
20360;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
7368;Erreur;Error;
23752;;;
10760;Simulation active;Simulation active;
27144;;;
14152;réservé;Reserved;
30536;;;
1232;réservé;Reserved;
17616;;;
4624;réservé;Reserved;
21008;;;
8016;réservé;Reserved;
24400;;;
11408;Paramètre manquant;Parameter missing;
27792;;;
14800;Erreur de parametrage;Parameter assignment error;
31184;;;
1880;Absence tension de capteur ou charge;Sensor or load voltage missing;
18264;;;
5272;Fusible defectueux;Fuse defective;
21656;;;
8664;Erreur de communication;Slot not addressable;
25048;;;
12056;Erreur de masse;Ground error;
28440;;;
15448;Erreur voie de reference;Reference channel error;
31832;;;
2528;Alarme processus perdue;Process interrupt lost;
18912;;;
5920;Attention;Warning;
22304;;;
9312;Arrêt;Shutoff;
25696;;;
12704;Arrêt de sécurité;Fail-safe shutoff;
29088;;;
16096;Defaut externe;external error;
32480;;;
3176;Defaut non specifie;ambiguous error;
19560;;;
6568;réservé;Reserved;
22952;;;
9960;Défaut 1 de l'actionn./du capt.;Actuator/sensor fault 1;
26344;;;
13352;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
29736;;;
432;Channel temporary error;Channel temporary error;
16816;;;
13280;Transmission de données impossible; @5W%t#et200pro-20110525@;Data transmission impossible; @5W%t#et200pro-20110525@;
29664;Aide : transmission de données impossible; @5W%t#et200pro-20110525@;Help: Data transmission impossible; @5W%t#et200pro-20110525@;
14976;Pas de connexion physique au port;No physical connection on port;
31360;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
14977;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
31361;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
14978;Erreur à la vérification des données de câble;Error during cable data check;
31362;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
360;Erreur partenaire; @5W%t#et200pro-20110525@;Remote mismatch; @5W%t#et200pro-20110525@;
16744;Aide : erreur partenaire; @5W%t#et200pro-20110525@;Help: Remote mismatch; @5W%t#et200pro-20110525@;
2056;Partenaire incorrect;Wrong partner;
18440;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
2057;Port partenaire incorrect;Wrong partner port;
18441;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
2058;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
18442;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
2059;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
18443;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
2060;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
18444;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
2061;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
18445;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
2062;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
18446;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
2063;Différence à la détermination de longueur de câble;Difference in cable length measurement;
18447;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
2480;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
18864;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
3752;Erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;Media redundancy mismatch; @5W%t#et200pro-20110525@;
20136;Aide : erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;Help: Media redundancy mismatch; @5W%t#et200pro-20110525@;
5448;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
21832;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
5449;Anneau ouvert;Ring opened;
21833;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
5450;Redondance RT plus garantie;RT redundancy not effective;
21834;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
5451;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
21835;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
