//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
7(5) Allemand (Liechtenstein);10(1) Espagnol (traditionnel);9(1) Anglais (États-Unis);12(1) Français (France);
13848;diagnosis RF180C: Descarga activada;Diagnostic RF180C: Download active;Diagnose RF180C: Chargement active;
30232;;;;
13849;diagnosis RF180C: Descarga terminada;Diagnostic RF180C: Download finished;Diagnose RF180C: Chargement termine;
30233;;;;
13852;diagnosis RF180C: Error descarga;Diagnostic RF180C: Download error;Diagnose RF180C: Erreur de chargement;
30236;;;;
9464;;;;
25848;;;;
12856;Cortocircuito;Short circuit;Court-circuit;
29240;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
16248;Baja tensión;Low voltage;Sous-tension;
32632;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
3328;Sobretensión;Overvoltage;Surtension;
19712;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
6720;Sobrecarga;Overload;Surcharge;
23104;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
10112;Sobretemperatura;Overtemperature;Surchauffe;
26496;Compruebe los datos técnicos de los componentes conectados.;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
13504;Rotura de hilo;Wire break;Rupture de fil;
29888;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
584;Límite superior excedido;High limit exceeded;Limite supérieure dépassée;
16968;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
3976;Límite inferior excedido;Low limit exceeded;Limite inférieure sous-dépassée;
20360;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
7368;Fallo;Error;Erreur;
23752;;;;
10760;Simulación activa;Simulation active;Simulation active;
27144;;;;
14152;Reservado;Reserved;réservé;
30536;;;;
1232;Reservado;Reserved;réservé;
17616;;;;
4624;Reservado;Reserved;réservé;
21008;;;;
8016;Reservado;Reserved;réservé;
24400;;;;
11408;Falta el parámetro;Parameter missing;Paramètre manquant;
27792;;;;
14800;Error parametrizacion;Parameter assignment error;Erreur de parametrage;
31184;;;;
1880;Falta tension sensor o carga;Sensor or load voltage missing;Absence tension de capteur ou charge;
18264;;;;
5272;Fusible defectuoso;Fuse defective;Fusible defectueux;
21656;;;;
8664;Error de comunicacion;Slot not addressable;Erreur de communication;
25048;;;;
12056;Error de masa;Ground error;Erreur de masse;
28440;;;;
15448;Error canal referencia;Reference channel error;Erreur voie de reference;
31832;;;;
2528;Alarma de proceso perdida;Process interrupt lost;Alarme processus perdue;
18912;;;;
5920;Advertencia;Warning;Attention;
22304;;;;
9312;Desconexión;Shutoff;Arrêt;
25696;;;;
12704;Desconexión de seguridad;Fail-safe shutoff;Arrêt de sécurité;
29088;;;;
16096;Error externo;external error;Defaut externe;
32480;;;;
3176;Error indefinido;ambiguous error;Defaut non specifie;
19560;;;;
6568;Reservado;Reserved;réservé;
22952;;;;
9960;Errore 1 nell´attuat./trasdutt.;Actuator/sensor fault 1;Défaut 1 de l'actionn./du capt.;
26344;;;;
13352;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
29736;;;;
432;Channel temporary error;Channel temporary error;Channel temporary error;
16816;;;;
13280;Transferencia de datos imposible; @5W%t#et200pro-20110525@;Data transmission impossible; @5W%t#et200pro-20110525@;Transmission de données impossible; @5W%t#et200pro-20110525@;
29664;Ayuda: Transferencia de datos imposible; @5W%t#et200pro-20110525@;Help: Data transmission impossible; @5W%t#et200pro-20110525@;Aide : transmission de données impossible; @5W%t#et200pro-20110525@;
14976;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
31360;Se ha configurado la vigilancia del puerto, pero no hay conexión física en el mismo.
 Causas posibles:
 - No está enchufado ningún cable
 - Cable defectuoso
 - Cable erróneo en la configuración de puerto
 - Dispositivo partner desconectado;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
14977;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
31361;"Soporte de transferencia / dúplex" se ha configurado; la configuración de puerto determinada actualmente por autonegociación no concuerda con el estándar.
 Causas posibles:
 - El partner utiliza una configuración de puerto estándar diferente
 - El partner;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
14978;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
31362;Causas posibles:
 - La longitud de línea determinada es superior al valor predeterminado en la configuración.
 - El cableado real no se corresponde con la interconexión de puerto configurada.
 - Los datos de línea no se pueden copmrobar porque el partner n;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
360;Error en el partner; @5W%t#et200pro-20110525@;Remote mismatch; @5W%t#et200pro-20110525@;Erreur partenaire; @5W%t#et200pro-20110525@;
16744;Ayuda: Error en el partner; @5W%t#et200pro-20110525@;Help: Remote mismatch; @5W%t#et200pro-20110525@;Aide : erreur partenaire; @5W%t#et200pro-20110525@;
2056;Partner incorrecto;Wrong partner;Partenaire incorrect;
18440;Se ha configurado una conexión de puerto, pero en el puerto se ha detectado un partner diferente.
Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adoptar el nombre de dispositivo del partner en la conexión de puerto;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
2057;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
18441;Se ha configurado una conexión de puerto, pero en el puerto se ha determinado un puerto partner diferente.

 Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adaptar la conexión de puerto en la configuración;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
2058;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
18442;Causas posibles:
 - Otros errores de comunicación en este puerto o en el puerto partner impiden el modo IRT (solución: v. otros diagnósticos y corregirlos primero)
 - El puerto partner no está configurado correctamente para el modo IRT, es decir, la config;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
2059;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
18443;Se ha configurado el "Medio de transmisión/dúplex"; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner utiliza un ajuste fijo diferente
 - Este puerto tiene conectado un convertidor de medios, hub ;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
2060;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
18444;Se ha configurado un dominio MRP, pero la configuración del puerto local no concuerda con la configuración del puerto partner.
 Causas posibles:
 - Los puertos están mal conectados; se ha conectado un puerto en anillo con otro que no es un puerto en anillo;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
