//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
13704;Reference point list;Erreur de voie de référence;
30088;Cause: Error on reference channel. Remedy: See manual.;Cause : erreur de voie de référence. Solution : voir le manuel.;
400;Process event lost / sampling error;Alarme de processus perdue;
16784;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;
3408;Threshold warning;Avertissement actionneur;
19792;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;
6416;Output disabled;Coupure actionneur;
22800;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;
9424;Safety event;Arrêt de sécurité;
25808;Cause: Error detected on channel. Remedy: Check channel and correct problem..;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;
12432;External fault;Défaut externe;
28816;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;
15440;Unidentified error;Défaut non spécifié;
31824;Cause: Cannot be specified in greater detail. Remedy: See manual.;Cause : ne peut être spécifiée. Solution : voir le manuel.;
2136;Reserved;réservé;
18520;;;
5144;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
21528;;;
8152;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
24536;;;
11160;Temporary error;Erreur temporaire;
27544;;;
9320;Illegal linkup;Linkup illicite;
25704;Link status different from setting in parameter data record 200;Etat de connexion différent des spécifications de l'enregistrement de paramétrage 200;
12328;Illegal linkdown;Linkdown illicite;
28712;Link status different from setting in parameter data record 200;Etat de connexion différent des spécifications de l'enregistrement de paramétrage 200;
15336;Illegal transmission rate;Vitesse de transmission illicite;
31720;Transmission rate different from setting in parameter data record 3;Vitesse de transmission différente des spécifications de l'enregistrement de paramétrage 3;
2032;Illegal duplexity;Duplexity illicite;
18416;Duplexity different from setting in parameter data record 3;Duplexity différente des spécifications de l'enregistrement de paramétrage 3;
5040;Frame overload;Surcharge de trames;
21424;More or less discarded frames than set as threshold value in parameter data record 2;Les télégrammes rejetés dépassent le seuil spécifié dans l'enregistrement de paramétrage 2;
2856;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20110512@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20110512@;
19240;Help: Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20110512@;
4360;No physical connection on port;Pas de connexion physique au port;
20744;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
4361;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
20745;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
4362;Error during cable data check;Erreur à la vérification des données de câble;
20746;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
5864;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20110512@;
22248;Help: Remote mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : erreur partenaire; @5W%t#A02A-SCALANCE_X200-20110512@;
7368;Wrong partner;Partenaire incorrect;
23752;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
7369;Wrong partner port;Port partenaire incorrect;
23753;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
7370;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
23754;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
7371;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
23755;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
7372;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
23756;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
7373;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
23757;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
7374;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
23758;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
7375;Difference in cable length measurement;Différence à la détermination de longueur de câble;
23759;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
7744;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
24128;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
8872;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20110512@;
25256;Help: Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20110512@;
10376;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
26760;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
